ID,Textos,Título
10,"                                                     Вибух  Reconozco que me sentía bastante tranquila. Había visto ya demasiadas tensiones a lo largo de mi historia y, alzada sobre  la magnificencia que te da la admiración y el tiempo humanos, dejé de prestar atención a los cuchicheos que se  agrupaban frente a mis puertas. Quizás el orgullo de siglos de protección confundió mis ventanales.  Me despisté. No me di cuenta de que los amores juveniles, marcados por una pasión violenta y desenfrenada, ya no  aparecían por mis calles. Tampoco había momentos para los paseos matinales de los jubilados, ni parecían permitirse las  exclamaciones de emoción ante los primeros pasos de un pequeño niño de cabello rizado. Tiempos de crisis, supuse,  intentando hacer memoria de momentos y sentimientos similares ocurridos en siglos anteriores. No puse demasiado  empeño y decidí mecerme en los brazos de un aire cambiante, que parecía traer el olor de la pólvora mojada sobre sus  hombros.  Sí, lo reconozco. Sí, me confié. Hasta que ocurrió.  Hasta que cayó la primera bomba.  Temblé. Hacía demasiado tiempo que no temblaba. Pero aquella mañana, lo hice. Nadie lo percibió, creo. Mis temores  eran ínfimos en comparación con los gritos y las sirenas que llenaron mis calles. Nadie me prestó atención, nadie se  detuvo ante mí. No aquella mañana. Ni muchas más que le siguieron.  Entonces, aun en mi temerario orgullo, entendí que aquella atmósfera no se iba a consumir en un día. Aquel temor  contenido se había desatado, dominándolo todo mientras extendía sus largos brazos sin piedad alguna. Aquel odio  acumulado había encontrado una vía de escape inhumana.  Inhumana. Esa era, quizás, la palabra que mejor definía mi situación. Y cuando no percibo la humanidad en mis calles, no  hay lugar para mi conservación. Lo comprendí demasiado tarde. Pero, al menos, lo comprendí. Y solo me queda insistir en  que el mundo me vea. Deshecha, herida, alejada de una grandiosidad que había supuesto eterna.  Miradme. Miraros. Y contadme: quién quiere ser rey de un reino derribado?   ",n
11,"                            El olor espiritual del espliego  En tiempos de mi olvidada niñez, cuando llegaba el verano, en mi pueblo, que está cerca de Brihuega, había un fuerte olor  a espliego en todos los sitios. En un lugar de cabras, ovejas, muros, gatos y perros este olor lo inundaba todo y uno se  embriagaba oliéndolo. Incluso el olor a pan de los cereales se alejaba quedamente para dejar que se expandiera el olor  espiritual del espliego, recién llegado.  Al alba caía la noche. Empieza el gorjeo de los pájaros, los gallos cantan, hojas, hierbas y mieses producen un balanceo  coqueto, al que pocos se resisten. Las mezclas de olores se expanden de la forma más natural.  Los hombres del espliego apenas toman un bocado en compañía de un trago de vino del botillo, se ponen en la boca un  cigarro liado por ellos mismos y dan chupadas con fruición. Cargan con hoces y zoquetas para protegerse las manos,  cuando segaban. Parecían partir el aire, acuchillando: zigzag, zigzag. Con la otra mano recogían las matas de espliego,  que dejaban en montoncitos con los que luego formaban un haz. Constaba trabajo extraerlos, porque estaban pegados a  la tierra, ya que crecían en forma silvestre y requerían los brazos rudos de los campesinos.  Con unos tragos del botillo y la cantimplora pasaban la mañana. Luego había que transportar los haces en asnos y mulos  hasta la Caldera de Brihuega, donde se destilaba el espliego, una vez secado al sol.  No faltaba la romana en aquel lugar, donde se pesaba y pagaba la cantidad recolectada. El segador y el capataz  observaban el pesaje y lo apuntaban con precisión. Los campesinos trabajaban de sol a sol, pero estaban contentos,  porque en aquellos años de gran pobreza podían complementar de este modo sus cosechas. La naturaleza les regalaba  estos arbustos en el suelo calcáreo y pedregoso de las tierras alcarreñas.  Descanso al anochecer para estar listos a madrugar el día siguiente y volver de nuevo al duro trabajo de arrancar el  espliego de la tierra dura en la que estaba incrustado.   ",el olor espiritual del espliego
12,"                                   El ordenador que no fue  Se ha preguntado usted cómo se creó el primer ordenador? Pues en junio de 1822, hace 200 años ni más ni menos,  Charles Babbage diseñó un ingenio de ruedas y engranajes para calcular polinomios, logaritmos y otras funciones que solo  interesan a los científicos, pero que sustentan nuestros smartphones día y noche.    Y aunque el gobierno británico le dio a Charles 2000, él no logró construir su prototipo. El diseño era sólido, pero la  técnica metalúrgica no estaba tan avanzada como su imaginación, y no hubo forma de doblegar el metal a la voluntad de  sus ideas.    Se rindió Charles? Pues ni sí ni no, sino todo lo contrario. Con los años, diseñó otros prototipos más avanzados  lógicamente hablando, pero más modestos en lo que a artesanía se refiere. Esos sí se fabricaron.    Pero antes de que esos ordenadores se construyeran, cuando la máquina solo existía en el papel de la imaginación, una  joven aristócrata supo ver más lejos. Se llamaba Ada Lovelace y era hija de un tal Lord Byron. En 1843, Ada no solo notó  que aquel artefacto podría efectuar operaciones matemáticas básicas, sino que combinó esas operaciones en complejas  rutinas. Creó así el primer algoritmo de la historia, y hoy se la considera la primera programadora del mundo.    Entonces, importa mucho si el primer ordenador funcionaba o no, si después se construyeron máquinas más potentes y  programas más complejos? Pues mire, a mí ya me ha entrado la curiosidad, y también le entró al equipo del Museo de  Ciencias de Londres, que entre 1995 y 2002 construyó el dichoso primer ordenador.    Y funcionaba? Pues ni sí ni no, sino todo lo contrario. El diseño contenía algunos fallos menores que se arreglaron en el  acto. Puede ser que Charles Babbage fuera un genio paranoico y que introdujera los defectos para evitar plagios. O puede  ser que, como tantas cosas en la vida y en la ciencia, solo hiciera falta construir el ordenador para ver si funcionaba.   ",el ordenador que no fue
13,                                              A Mataró  Obra original e inédita para la participación en: III CONCURSO INTERNACIONAL DE MICRORRELATOS SOBRE PATRIMONIO  INDUSTRIAL. INCUNA 2022.    Título: 'A Mataró'  Categoría: Microrelato (Español)   ,a mataro
14,"                                 Nuestro tranvía minero  Un guiño infantil, una sonrisa que siempre acababa en una carcajada, al ver cómo Don Tomás se tenía que pelear con  aquel freno de Husillo cuando esa vagoneta, nuestra vagoneta, empezaba su descenso a toda mecha.  En ese pequeño tranvía, en el que nuestros padres viajaban para recorrer las vías del tren minero cuando iban de  inspección, nos conocimos.  Que orgullosos estábamos! Otros niños nunca pudieron montar nuestros padres mandaban tanto en MFU!  Lo recuerdo perfectamente, yo estaba junto a mi padre y tú junto al tuyo en el banco de enfrente. Ellos empezaron a  hablar de su trabajo, nosotros no entendíamos, nos miramos a los ojos y luego muy atentos a lo que pasaba mientras  ascendíamos a Mina Sur. Cuando empezó el descenso tu padre te contó para qué y cómo funcionaba el freno de Husillo y  tú sonriente me dijiste tu primera frase:  ─Se llama así porqué lo usan sabes?  Todos rieron, nuestros padres y los otros cinco señores que estaban con nosotros en el tranvía.  Ellos siguieron a lo suyo y nosotros empezamos nuestra amistad.  Desde aquel día siempre queríamos subirnos y lo hicimos bastantes veces.  Crecimos, las minas murieron y nuestro tranvía salió de nuestras vidas, lo abandonaron.  Pasó mucho tiempo hasta que lo restauraron y se lo llevaron del pueblo. Nosotros seguimos en Utrillas, siempre hemos  vivido aquí.  Ahora lo tenemos otra vez. Nos montamos de la mano.  Aquí empezó nuestra vida juntos, aquí acabará.  Le doy las gracias al parque temático de la Minería de Utrillas por devolvérnoslo.   ",nuestro tranvia minero
15,"                               UNA LECCIÓN DE HISTORIA  La policía local acababa de pillar a un conocido grafitero, apodado GLOBOT. Éste se vanagloriaba de estampar su firma,  con su habilidosa mano para los aerosoles o espray de pintura, en la mayoría de monumentos históricos que, según él, no  tenían valor alguno.    En el Paseo Marítimo de Málaga, habían observado como dos solitarios jóvenes pintaban con pulverizadores de pintura la  base de una antigua chimenea.     Ya podían derribar esa horrorosa chimenea  comentó el reputado grafitero a su compañero.    Entonces el agente abrió los ojos desmesuradamente y le habló con conocimiento de causa y espíritu aleccionador.     Acaso no utilizas un espray de pintura para tus obras o esa escalera ligera que utilizas para pintar en las alturas?     Si. Y eso qué   respondió envalentonado el reputado grafitero  También mis obras son .     Todo eso proviene   repuso el agente  del avance de los humanos, de la tecnología, de la revolución industrial. Por  eso respeta uno los símbolos de ese avance imparable, la chimenea de fundición de plomo de los Guindos o la torre  Mónica o esta de la Cros fue un emblema de la industrialización de Málaga, puntera en el siglo XIX.    Y el chaval se quedó boquiabierto reconociendo que no tenía la menor idea.     Mi bisabuelo fue testigo de aquella época  reconoció el compañero hasta ahora callado  y, recuerdo, que nos  transmitió su amor por aquellos edificios y demás estructuras que simbólicamente representaron un época de esplendor  industrial para toda la región.    De repente se hizo el silencio. El policía no supo que agregar, el grafitero permaneció callado y su compañero, tras unos  instantes, continuó su comentario.     Mire agente. Qué le parece si borramos todo lo pintado hasta ahora y nos marchamos y le prometemos que no  utilizaremos ningún edificio histórico en el futuro?     Me parece bien  repuso al fin  Voy a confiar en vosotros. Realizaré otra ronda por aquí en un par de horas.    El famoso pintor urbano se rindió y se puso manos a la obra.   ",una leccin de historia
16,"                            Un Mondrian, pero sin colores  Acompaño a Mikel, el joven soldador, para pedir un soplete. Vamos siguiendo las líneas verdes que están pintadas en el  suelo y cruzamos por los pasos de cebra. Hay que andarse con ojo, están venga a pasar carretillas. Esto es como un  laberinto, he tardado días en empezar a entender las marcas, los nombres de las calles y los pasillos, a discriminar entre  las distintas zonas. Pero por fin he conseguido cartografiar el lugar. Poco a poco, voy reconociendo algunas prensas,  exactamente del mismo modo en que, cuando estamos perdidos en un bosque, tras un tiempo de errancia, vamos  reconociendo algún árbol y alguna roca que nos sirven de referencia. Algunas prensas son tan grandes como una casa de  cuatro plantas. Contemplo los monstruos de metal, mientras mascan las onzas de hierro fundido, como si tuviera delante  a los toros alados de Persépolis, lleno de respeto y temor.  Levanto la mirada hacia los ventanucos altos que están sembrados en toda la superficie de la cubierta de hojalata  ondulada. Me aparecen como unos rectángulos de Mondrian sin más color que el sucio gris del cielo cargado de hielo. En  el enorme puente amarillo, una inscripción enigmática: FORCE 32000 daN. Sólo hacia el final de mi estancia, me enteraría  que se trata de decaNewton. Las vigas son de color mostaza, verde acedera o rojo sangre coagulada, conforme a una  lógica que no alcanzo a entender. El suelo grasiento está estriado con un sinfín de líneas fósiles, vestigios de raspados  antiguos. Vislumbro en ellas unos caminos cabalísticos, algún plano o mapa codificado para acceder a no sé qué. Debe de  ser algún tipo de juego de pistas. Hay coladas de grasa en los intersticios del suelo, una grasa lustrosa del color de la miel  vieja, que me recuerdan a la escarcha en las matas de hierba, al jugo de los animales tras ser sacrificados en los  mataderos, a las manchas residuales en los depósitos de cadáveres.   ",un mondrian pero sin colores
17,"                      Bajo los grandes árboles metálicos  Del mismo modo en que el pie del urbanita acaba haciéndose al monte, el ojo acaba haciéndose a la maraña de ese  bosque de grandes árboles metálicos, con sus líneas rectas, sus eslingas que cuelgan como lianas, a los bloques grandes  de hierro fundido que pasan volando por los aires, colgados de esos cables, con un movimiento leve de balanceo. El oído  también se va haciendo. Vamos reconociendo el ruido horripilante del motor del Fenwick, los gruñidos del tractor, el  delicado ronroneo del trasbordador eléctrico que llaman la mesa, al lado del cual el operario va andando, muy despacito,  con el mando en las manos, y recuerda al conductor de los antiguos coches fúnebres que tiraba blandamente de la brida  del jaco.  Constantemente van apareciendo nuevos jeroglíficos. Pues los tíos, cuando comunican en el alboroto ensordecedor,  siempre acompañan sus palabras con un dibujo, al igual que los neandertales acompañaban su discurso con una profusión  de gestos y de mímicas. No paran de garabatear croquis, autógrafos, criptogramas y caracteres de alfabetos desconocidos  u olvidados, en los troncos metálicos, en los utillajes, en las piezas, en los desarrollos de chapa plateada, en las basuras,  en las barandillas. Allí donde haya una superficie libre, estampan su marca. A veces, hasta escriben en su propia mano,  como los niños de primaria, con boli o rotulador, se dejan mensajes encriptados en los puntales de metal al igual que los  de Pompeya lo hacían en las paredes ocres de los vestíbulos y los zaguanes. Letras, cifras, ángulos, rayas, líneas de  puntos. Aparte de esas marcas cabalísticas nacidas de la mano del homo industrialis, el ojo entrenado vislumbrará una  multitud de otras trazas que son otros tantos mensajes para interpretar : marcas angulosas de impactos cuneiformes  como los grabados de los sumerios en la arcilla fresca, huellas de calzado grasiento en el suelo mugriento, restos de  derrapes peligrosos, de vuelcos crepitantes, marcas de pilones en la madera.   ",bajo los grandes arboles metalicos
18,"                                         ENEMIGO PUBLICO  La novela se estaba vendiendo muy bien y la cola de personas para que les firmase su ejemplar, se hacía visible desde la  mesa de dedicatorias, poniendo en evidencia el riesgo de no acabarse nunca.    Tratar de preservar el tejido forestal imprimiendo el libro en aquel nuevo  material sintético y biodegradable, significó un gran paso importante en los planes de desarrollo sostenible.    Pocos meses después, los periódicos digitales y las televisiones informaron de extrañas muertes inconexas  aparentemente, pero de iguales características, todas por evenenamiento cutáneo.    Lo que hizo dirigir las pesquisas de la policía hacia mi persona fue la coincidencia del número de fallecidos con la de libros  vendidos.  Mi abogado, Michael Clayton, sí, ése, (George Clooney en el cine), alegó en mi defensa en el transcurso del juicio penal al  que fui sometido, que al no encontrarse en ningún caso el arma homicida, no se me podía acusar en consecuencia. Así  son los venenos biodegradables, no dejan huellas.   ",enemigo publico
19,"                                            La condenación    Bueno, ya estamos aquí, señor   dijo el chofer, mirando más allá de la niebla de polvo que cubría cada rincón de la casa  vieja. De repente un viento frío entró con fuerza por la ventana de la cocina y atravesó todas las habitaciones, y Jorge  Calvo dijo:    Haremos esto rápido y nos vamos, si todo sale bien pronto habrá un hotel de lujo en vez de estas tablas viejas.    Pero, señor, esta casa no es patrimonio del pueblo?    Con esto, ya no   saca varios explosivos de la maleta y sonríe maliciosamente.  En ese momento saltó la alarma del coche que aparcaron afuera. El chofer salió a apagar la alarma, pero al intentar volver  a entrar a la casa todas las puertas se cerraron como si se tratara de una casa embrujada.  Calvo intentó abrir algunas puertas y ventanas, pero su esfuerzo fue en vano.    Qué haces, perro?... Esta broma no me está gustando! Venga, vamos a terminar esto ya!  La puerta de una de las habitaciones se abrió. Un rayo de luz que entraba por los espacios de las tablas dejaba ver un  hombre alto que vestía un abrigo negro y un sombrero que cubría sus ojos.    Creo que a su perro no le gustaría tratar con mi gato,   y se rió tan fuerte que le produjo un estremecimiento de horror a  Jorge.    Quién es usted? Qué hace aquí? Esto es propiedad privada!...    Infierno, has lo tuyo, este hombre debe aprender.  De repente, los ojos del gato que el hombre cargaba en brazos se convirtieron en fuego y Jorge retrocedió unos pasos  hasta llegar a un piso de cristal. El terror se apoderó de él cuando miró abajo.    No, no, no he hecho nada malo!   farfulló Jorge.  El hombre rió tan estrepitosamente que en seguida se rompió el cristal, y a Jorge se lo tragó el fuego; primero hubo un  grito, luego un crujido y, por último, un silencio que gobernó el lugar.  Todo volvió a la normalidad. No se supo de Jorge, pero nadie en el pueblo lo extrañó.   ",la condenacion
20,"                                          Desde el mirador  Desde el mirador    Me dejaron sin trabajo de la noche a la mañana. Con más de cincuenta años, según los expertos, estaba obsoleta. Me  derrumbé. No podía olvidar a los hombres que me amaron, que me mimaron, para los que era imprescindible. Añoraba su  necesidad. En aquellos tiempos vivíamos para ser utilizadas. Así eran las cosas entonces. En poco tiempo la depresión y la  inactividad hicieron de mi una anciana sin sentido.  A punto de sucumbir aplastada por el olvido empezaron las discusiones a mi alrededor. La mayoría de voces optaban por  dejarme morir, una sola señaló la posibilidad de reanimarme.  Aquí estoy de nuevo recuperada y admirada por todos los que llegan a esta plaza del mirador del pueblo, desde donde  veo pasar por el valle los trenes que ya no necesitan de mis servicios. Sus silbidos siguen emocionándome como antaño.  Tengo un nuevo compañero, un olivo centenario que sigue cargándose de aceitunas que solo los niños juegan con ellas  después de haberse trepado desde todos los puntos de mi esqueleto.  Ambos hemos sido trasplantados pero seguimos siendo lo que fuimos: Un olivo majestuoso y una grúa de trenes  espléndida. Un matrimonio extraño pero bien avenido.    © Begoña Alonso Ibañez  junio 2022   ",desde el mirador
21,"                                               EL MALACATE  EL MALACATE  De niño me gustaba corretear con mis amigos por los vericuetos de la mina abandonada.  Jugábamos a ver quien llegaba al castillete del malacate lanzando piedras o intentábamos subir por  los tornapuntas para llegar a las poleas; nunca lo logramos. Y yo pensaba por entonces que aquello  era como una criatura sobrenatural, casi mítica, un Polifemo forjado en acero, un ser misterioso y  solitario al que habían dejado allí porque ya no era útil.  Mi padre, un día que paseábamos alrededor de las naves vacías y entre las vagonetas  ociosas, me contó que no, que aquello era un enorme cabrestante que, en su día, tuvo una  importante misión. Bajaba cada día a los mineros circunspectos al pozo en la jaulas y los izaba, ya  tiznados y exhaustos, con un semblante algo más relajado. Y que elevaba las cargas y achicaba las  las filtraciones desde el oscuro fondo de aquel arriesgado purgatorio. Él había trabajado de capataz  en la mina durante los últimos años antes del cierre; un certificado de obsolescencia, en realidad.  Desde entonces, tres lustros ya, esta gigantesca herramienta, que, en su día, arañaba las  entrañas de la tierra para extraer el mineral y chirriaba hiriente por el aire de la sierra, guarda un  silencio conmovedor. Pero ya no me da pena. Al menos, ahora sirve de reclamo para los que visitan  la cuenca minera. Hoy, aquel monstruo de estirpe industrial, al que dieron por muerto antes de  tiempo, se yergue orgulloso en la explanada por donde pasaban los trenes cargados de escoria y  mineral.  En mi infancia hubo un paisaje en el que señoreaba un malacate orgulloso, un cíclope que se  negó a desplomarse, a caer rendido sin pelear, un símbolo de que las cosas, a veces, están porque  tienen un sentido, un mensaje que, tal vez, muchas veces nos negamos a entender.   ",el malacate
22,"                                    SERES TRANSLÚCIDOS  SERES TRANSLÚCIDOS POR EL ANDÉN  Aquella vetusta estación, ahora abandonada, se hinchaba de vez en cuando, lentamente, como si de  un gran globo se tratara. Las ventanas hacían de ojos, la puerta de boca y el tejado de tejas árabes a  modo de cabellera; y, acto seguido, cuando había cogido una profunda bocanada de aire limpio, que  ya humos no se paseaban por aquellas vías, resoplaba como intentando desprenderse de la angustia  que le producía tanto abandono.  Aquel inmueble, aún elegante y orgulloso de su pretérito cometido, podía ver aún, de  manera translúcida, eso sí, a aquel joven que marchó hacia tierras teutonas en busca de un futuro  mejor. Y, en la misma suerte, al anciano que regresó para reencontrarse con sus campos y su gente.  Y veía todavía, entre la neblina, a esa pareja que se abraza porque él se va a una guerra injusta,  como todas, y ella que queda tan desolada como ahora el apeadero. Y también al grupo de  excursionistas que sonríen, a las amigas que salen del pueblo por vez primera para conocer la  capital, al reciente matrimonio que sólo podía permitirse una luna de miel en tren, al niño lloroso  que no quiere ir de visita, al maestro que llega a su nuevo destino y al turista que quiere ver cómo  trashuman las ovejas de la mano de un pastor.  Así que, en el fondo, aquellos suspiros aleatorios, en los que los muros de ladrillo visto  parecen, de repente, elásticos paneles, mientras el reloj sigue parado encima de una cafetería vacía,  son nostalgias, que no lamentos. En realidad, aquella pequeña estructura de arquitectura regionalista  y ménsulas modernistas de fundición, no se siente sola, ni mucho menos; disfruta cada día de un  buen puñado de personajes a su alrededor, aunque solo pueda verlos como seres translúcidos.   ",seres translcidos
23,"                                      El sueño de la ballena  Siempre he querido descender de esta roca y zambullirme en el mar artificial que construyeron a mi vera. Recuerdo  cómo fueron levantando el enorme muro, con el que comparto color, gracias a miles de personas venidas de todos los  valles colindantes para fabricar ese coloso, que parece un furioso dragón en las épocas donde las aguas deben seguir  hacia el mar, tras el invierno. Trajeron por el aire cientos y cientos de toneladas de materiales. Incluso yo vine en ese viaje  inverso al de las aguas, antes de que me dieran forma en esta peña, el más privilegiado mirador sobre el enorme salto.  Entonces, esto parecía un hormiguero, nada que ver con estos tiempos en que se echa en falta a todas aquellas gentes  residentes en A Paicega, Vistalegre y Eritaña. Qué solitario quedó este paisaje cuando terminaron de construir la presa,  con tantos esqueletos blancos y grises colgados en las pendientes, poblados ya solo por fantasmas y recuerdos diluidos en  la niebla.    Cómo me gustaría saltar más allá de la presa y conocer los mundos subacuáticos que quedaron para siempre inmóviles  incluso en la memoria de sus gentes, conocer los viñedos de ribera, o ver esos pueblos que, dicen, siguen siendo casi  castros separados del mundo por un leve puente colgante, y volver aquí siguiendo las míticas aguas del Navia para  encontrar al Caronte que las cruza, dicen, como si fuera una remota estigia. Sueño con descubrir todo ese mar que desde  aquí parece infinito. Pero deberé conformarme con ser una ballena quieta y, en cierto modo, casi bíblica, para servir de  cobijo a estas gentes que llegan y reposan en mi seno antes de continuar su viaje por el camino de las estrellas.    La ballena de hormigón que vigila la gran presa de Salime desde la imponente atalaya en su ladera allandesa, lamentaba  cada atardecer su estática posición, antes de que la niebla hiciese imperceptible la grandiosidad de la obra que amansó  para siempre las aguas del legendario Navia.   ",el sueno de la ballena
24,"                                 La Cuenca, buena o mala.  Amanecer sonoro y taciturno, cargado de ese gris espeso que se adhiere a la garganta. Ritmo constante de orquesta,  percusión y viento metal. El río ronronea de fondo, manchando las orillas. Paisaje verde interrumpido por verticales  humeantes, capaces de unir cielo y la mayor profundidad.    Ladrillo visto y farolas de forja que recorren la ciudad. Barriadas bajas, de cuatro o cinco alturas, nunca más. Nuestra  gente quiere vivir con los pies en la tierra. Esta tierra dual; rica y contaminada. Fértil y letal.    Calles atravesadas por vías, antaño guiando un camino próspero. Ahora inutilizadas y pendientes de soterrar. Se  desprenden las cornisas de lo que hace años era trabajo y abundancia. Las casas de molduras elegantes, antes la envidia  del peón, esperan abandonadas un nuevo despertar.    Hoy las sirenas solamente anuncian la fiesta patronal. Y la generación prejubilada apoya el codo en la barra de algún bar,  soñando despiertos con lo que fue e intentando descubrir qué será. Dejadez, nostalgia. Una economía reorientada al  turismo, todavía insuficiente y que nos hace emigrar. Queremos luchar por lo nuestro, incentivar y diversificar.    Huella de Asturias, revolución que se hizo a menos. Historia inalterable que nos marca al nacer. Orgullo obrero del que  queda sudor y polvo.    Creemos nuevo potencial, una forma más verde y humana de habitar. El patrimonio es el resquicio de aquel pasado a  preservar. Hitos que se resisten al olvido, a la espera de nuevos usos y caminos. Marca imborrable del pasado y pieza  fundamental en el futuro que vendrá, es necesario integrarlo en el nuevo vivir de la ciudad. Porque la cuenca minera,  cuna de la industria, no merece esperar un final. Porque si eres de La Cuenca, buena o mala, tienes memoria de carbón y  metal.   ",la cuenca buena o mala
