review_title,date,type,review_body,name,category,ecology,dimension,region,tag
increible realidad,2015-10-01,Individual,Hemos viajado desde Barcelona con la idea de poder visitar esta mina desde que nos enteramos de su existencia. No tengo palbras para describir las sensaciones de poder estar a 560 metros de profundidad. Pero lo mejor de la visita es el trato con los mineros que en todo momento no solo nos explicaron todo cuanto se desarrollla allí sino la forma de hacerlo bromeando y haciendo muy amenos las 6 horas que estuvimos con ellos. Sin duda hay que recomendar esta mina para que todo el mundo sepa del duro trabajo que realizan los mineros.,PozoSoton,Patrimonio industrial,Elemento,Memoria,Asturias,tag3436
"La mina de verdad, sin filtros.",2015-07-01,Amigos,"Visita a una explotación minera AUTENTICA, guiado por mineros de verdad. Es una de esas experiencias que hay que vivir una vez en la vida. Es una mina en la que se dejó de trabajar en enero de 2014 tal y como quedó en ese momento, sin adaptar. Hunosa facilita toda la ropa (ropa interior y toallas incluidas) y el equipamiento de seguridad además de duchas y taquillas. Se puede entender perfectamente la dureza y peligrosidad de este trabajo. Recorrido relativamente asequible, no hay que ser ningun rambo, eso sí hay que tener movilidad y no temer demasiado a las alturas si se quiere pasar por algunos tramos. Lo mejor? Los guías que son geniales, explican todo muy bien y hacen muy amena la visita con su buen humor Lo peor? el precio (48 eurazos) aunque merece totalmente la pena. Si quieres conocer Asturias: imprescindible. Si eres de Asturias: Obligatorio, hay que conocer lo nuestro",PozoSoton,Patrimonio industrial,Elemento,Memoria,Asturias,tag3437
Bajada a mina de carbón.,2015-06-01,Parejas,"Por primera vez se abre al público la posibilidad de visitar una verdadera mina de carbón en el corazón de Asturias. La visita recorre, durante casi cinco horas, disitintas plantas de la explotación en las mismas condiciones en las que trabajan los mineros de la zona. Se lleva a cabo en grupos de 10 personas acompañados por profesionales mineros que se encargan de explicar las vicisitudes y experiencias relacionadas con la extracción del carbón. Es una oportunidad de conocer parte de historia minero-industrial de nuestro país y las circunstancias laborales de sus trabajadores así como la evolución y posterior decadencia del sector. Hay que estar en una condición física aceptable para acceder pues el recorrido y las condiciones de la mina son auténticas.",PozoSoton,Patrimonio industrial,Elemento,Memoria,Asturias,tag3438
SI TE INTERESA APRENDER COSAS ESTE ES TU SITIO,2023-10-01,Individual,"El parque de la prehistoria es muy entretenido. Se ve rapido y es muy ameno. Si te gusta el tema, te va a encantar. Luego esta localizado en un sitio muy bonito y tienen animales por fuera peculiares.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3449
LO MEJOR ESTÁ EN EL EXTERIOR Y ES GRATUÍTO,2021-08-01,Individual,"Lo visitamos esperando encontrar algo diferente. La recreación de las 3 cuevas no está mal, pero es insuficiente para el dinero que se paga y lo que aporta. Las otras salas que son gratuitas aportan la misma información, aunque no tengas una cueva, pero en cualquier caso no es real. Lo mejor es pasear por la zona exterior y ver los animales, especialmente si vas con niños. Es un paseo que resulta agradable y no cuesta dinero. Es lo que recomiendo hacer.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3450
una buena sorpresa en el corazón de Asturias,2021-07-01,Parejas,"Muy bonito e interesante. Un pequeño museo, una zona con parte de las principales cuevas reproducidas y varias zonas para ver animales. Me pareció muy interesante la integración entre las 3 partes. Un sitio, además, impresionante por la naturaleza que le rodea",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3451
Bonito para ir con niños,2021-04-01,Familia,"Es la segunda vez que vamos. Se trata de un parque que tiene varias partes, un museo con explicaciones sobre la prehistoria, unos recintos con varias especies de animales, incluido el bisonte, y la ""cueva de cuevas"" que son representaciones de varias cuevas con arte rupestre. Además en determinadas fechas organizan actividades para los niños, cómo esta pasada semana santa, que están muy bien. En conjunto es una visita bonita y recomendable, sobre todo para ir con niños. El personal del museo también es muy agradable.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3452
Entretenido con niños,2020-07-01,Familia,"Una bonita visita, algo ensombrecida por el hecho de que debido a la Covid la guía no pudiera acompañarte al interior de las cuevas, lo que restaba algo de interés a la visita. Las zonas con animales, muy chulas y especialmente llamativas para los peques. El personal sumamente amable, aunque el precio me parece algo caro si no puedes disfrutar de la entrada reducida (nosotros la conseguimos a través de euro6000)",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3453
Sorprendente,2020-08-01,Individual,"La verdad es que me sorprendió mucho este parque, en medio de la nada, pero con reproducciones muy buenas de cuevas de Asturias y Francia y con varios cercos de animales muy bonitos. Si vas con niños, se lo pasarán pipa.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3454
Un saca dinero,2020-08-01,Familia,Me parece un abuso cobrar 6€ para ver algunos animales y unas reproducciones de cueva. No merece para nada la pena bajo mi punto de vista.,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3455
Decepcionante,2020-07-01,Parejas,"El museo recoge información sobre las pinturas y grabados prehistóricos en uno de sus edificios y una reproducción de 3 murales de tres curvas distintas, una francesa y dos asturianas. Todas las piezas que se encuentran en exhibición son facsímiles. Yo me esperaba otra cosa de un museo que está casi en medio de la nada... más que unas reproducciones. En el parque exterior tiene 5 recintos con especies animales como la Dama Dama. La entrada no es cara, de 6,08€/persona y la visita se puede hacer en una hora u hora y media. Cierra a las 19.30. Es una buena actividad para hacer con peques.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3456
Un cumple genial,2019-12-01,Familia,"Dia en familia y jornada de puertas abiertas, a los peques les encanto. El personal super amable. Un diez a todos.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3457
Parque de la prehistoria,2019-10-01,Familia,"Muy divertida la visita y entretenida, Se nos pasaron las 3 horas en nada, el personal muy agradable",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3458
un poco de historia,2023-10-01,Individual,"Es un parque sencillo ,pero muy amplio , tiene una zona de bar y picnic con aseos , unas áreas con animales en libertad y otras zonas donde están los murales y los vídeos informativos.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3459
Vacaciones en Asturias,2019-08-01,Familia,Esperaba más de este lugar. Pocos animales. La visita guiada bien explicada. El taller de actividad muy deficiente.,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3460
Esperaba más,2019-08-01,Familia,Es una visita agradable e interesante con mucha información referente al tema con numerosas réplicas y una neocueva que nos permite conocer más sobre nuestros antepasados. El problema que le veo es que para adultos se queda un poco corta y falta de contenido y para niños le falta chicha. Apenas una actividad para niños por la tarde Y otra familiar por la mañana que nos quedamos sin hacer por falta de comunicación. Una lástima pues el peque salió un poco desilusionado. En definitiva creo que habría que hacerla más lúdica para niños y orientarla más a este público. El MUJA lo encuentro más entretenido para ellos.,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3461
Entretenido y entorno muy bonito,2019-08-01,Familia,"A cubierto tiene una galería museo y reproducción de cuevas con visita guiada. El resto es al aire libre: paseo entre cercados de animales, área recreativa con merenderos y zona infantil. El paseo se comunica con la senda del oso, se puede ir andando desde San Martín, es más o menos llano. Pasas el día en la naturaleza.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3462
Precioso,2019-08-01,Parejas,Un museo muy interesante para apreciar las pinturas rupestres sobre todo en el simulacro de cueva Lógicamente todo son simulacros pero suficientes para ir a verlos directamente como las cuevas de Candamo y Tito Bustillo Muy importante que es un lugar accesible con coches de niño,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3463
Interesante representación de Cuevas con arte Paleolitico.,2019-07-01,Familia,"El personal que nos atendió de 10. El sitio en sí no tiene muchas cosas que ver, se puede ver en 1 hora, luego recomendable ir a a cueva de Huerta que esta un poco más  arriba o a la ruta de la cascada Xiblú, también más arriba. NO COMÁIS EN EL RESTAURANTE, MUY CARO Y CALIDAD BAJA.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3464
Espectaculares vistas ⛰,2019-05-01,Amigos,"Fuimos en un grupo de amigos que incluía niños y nos lo pasamos muy bien todos. El parque tiene unas instalaciones muy buenas. Hay que comprar entradas 🎟 para acceder al parque, lo único malo es que no están todo el día disponibles para comprarlas. Cierran a las 13:00 y vuelven abrir a las 16:00h. Tenerlo en cuenta si vais. Por el resto el sitio me encanto, incluso dispone de una cafetería/ restaurante.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3465
Me llevé una decepción,2019-05-01,Familia,"Nefasto. No vuelvo. Anuncian en internet un taller para niños que resulta que no hacen, con el disgusto de la niña. Eso no debería pasar. Se supone que tienen animales, y los tienen, pero buena suerte para verlos. La galería que visitas en solitario, la mitad de obras que tiene son reproducciones... Un poco fraude. La visita guiada de la Cueva de Cuevas fue interesante, pero no vendría solo por eso. Podría estar mejor organizador y más cuidado. Después de conocer el Muja, esperaba bastante más.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3466
Precioso lugar para conocer la prehistoria,2019-01-01,Familia,Hemos estado con mi familia justo antes del cierre invernal y nos encantó sus instalaciones y sobre todo la zona de los animales. Es un sitio para disfrutar en familia y la Senda del oso pasa al lado.,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3467
Muy interesante,2018-12-01,Familia,Me sorprenden algunas críticas negativas. Las reproducciones de cuevas con pinturas prehistóricas son realmente interesantes y la guía lo hace muy ameno y educativo. El entorno es precioso y el paseo junto a los cercados con animales es muy agradable.,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3468
Parada obligada con niños,2018-11-01,Familia,"Estuvimos este domingo con los niños y la actividad es muy recomendable. Pudimos vivir durante tres horas como lo hacían nuestros antepasados y conocer con mayor profundidad como sobrevivían en aquel periodo. Caza, pesca, comunicación, fuego, pinturas en un entorno privilegiado rodeado de naturaleza y animales: caballos, bisontes, uros, ciervos... Visita muy entretenida, interactiva y que los peques disfrutan un montón. Lo recomiendo.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3469
Nada del otro mundo,2018-10-01,Parejas,No está mal pero subir hasta allá con las carreteras llenas de nieve y ramas...no.merece mucho la pena. Creo que si vas con niños es mucho más alucinante y sobretodo importante mirar horarios de visitas guiadas antes de ir. De todas formas los recepcionistas fueron muy amables y nos explicaron muy bien qué ver y cómo visitar. Gracias!,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3470
Visita prescindible,2018-10-01,Parejas,"Nos encontramos con el museo de la prehistoria de camino a la senda del oso y decidimos ir a ver qué se podía visitar. En la recepción nos informaron de que se visitaban 3 cuevas, sin comentar que se trataba de reproducciones, cosa que de haberlo sabido no lo hubiéramos visitado. La visita guiada a la cueva de cuevas nos pareció poco amena y adecuada, la guía no supo adaptar su discurso al público que allí se encontraba, la mayoría niños. En general, un poco pobre y falto de contenido; eso sí en un entorno excepcional.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3471
Visita cultural,2023-10-01,Familia,Parque pequeño pero muy interesante sobre todo las réplicas de las cuevas. En la cafetería comimos muy bien,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3472
Mala informacion,2023-10-01,Familia,Me deberían haber dicho que todo salvo la cueva se podía ver por cuenta propia y no habría cogido guía para ver los animales. Tampoco me informaron de que la cueva era una réplica. Hubiera preferido ver cueva huerta que es de verdad y por falta de información me quedé sin poder ir por horario. Los niños no se lo pasaron bien ni en el taller de imanes.,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3473
Sencillo e interesante,2018-08-01,Familia,Para llegar vas por carretera para disfrutar La entrada tiene un precio normal. El lugar está elegido con muy buen gusto Reproducción de las Salas de 3 cuevas con interés.,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3474
Entretenido,2018-08-01,Familia,"Parque entretenido y sobre todo, lo mejor, la visita guiada a la cueva. Se aprende mucho. Recomendado para ir con niños. Tiene varias clases de animales en el parque.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3475
Una atracción más a sumar a Asturias,2018-08-01,Parejas,"Una visita mas que teniamos pendiente. Está bien, es original. Si estás de paso por Asturias es una visita interesante. Lo que más me gustó,  los animales. A unos 4km hacia arriba un área recreativa muy chula para comer un bocata.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3476
Parque de la prehistoria,2018-07-01,Parejas,Sin duda una visita genial para hacer con niños. Se puede completar con otras actividades de la zona. Animaos!,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3477
Una pequeña tarde por alli,2018-07-01,Familia,"No nos gusto, no nos indicaron q se podia pasar gratis para ver los animales q nos dijeron, por cierto que de 3 vimos solo una especie, el museo no valia nada y la cueva no la vimos, nos cabreamos y nos fuimos.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3478
Prescindible,2017-08-01,Familia,"Salvo que te pille al lado de tu lugar de descanso o de camino con tiempo muerto para detenerte el día de puertas abiertas y entrada gratuita , esta “aula de la prehistoria “ es un camelo. En un lugar como Asturias lleno de cuevas con arte rupestre auténtico visitar está mala y deliberadamente limitada reproducción de algún trocito de ese arte en un edificio que resultó carísimo (una auténtica salvajada) solo te puede aportar información sociológica acerca de porqué los fondos europeos del desarrollo son una necedad en manos inadecuadas. Solo se salva el personal que en mi caso fuero muy amables y el entorno que es precioso.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3479
Interesante,2018-07-01,Familia,"Nos pareció una visita muy interesante, la guía explicó fenomenal las reproducciones de las tres cuevas. Íbamosmos con un carrito de bebé y pudimos visitarlo todo. La pena que los bisontes sean tan difíciles ver!",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3480
El conocimiento en vivo,2017-08-01,Familia,"Lugar donde puedes a preciar, réplicas de tres cuevas importantes donde con verdadera exactitud nos representan las partes más importantes de ellas, en un paisaje precioso podemos admirar caballos de raza prehistórica y bisontes. La verdad que disfrute mucho y la gente joven mucho más.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3481
Un lugar muy agradable!!,2018-06-01,Amigos,"Nos gustó mucho la visita, no es muy larga pero puedes disfrutar un par de horas tranquilas paseando por el recinto que está perfectamente mimetizado con el entorno que es precioso y ver las dos zonas. Nuestra guía se llama Covadonga, fue muy amable y dispuesta en todas sus explicaciones incluso después de acabar el recorrido de la gran cueva. He leído algún comentario  negativo, hay que ser consciente de que vienes a ver, son reproducciones de cuevas reales, unas salas practicante iguales que las originales con un trabajo importante, no te puedes quedar solo con lo aparente sino pensar porque se hacen estos recintos y que se puede sacar de ellos. Si que arreglaria el tema de la galería, nos descargamos la app para los audios y no funcionaba para nada bien, al ser descargafa no entiendo por qué luego se quedaba como sin cobertura. Quizás alquilar unos cascos con audio allí sería estupendo. Conclusion, que bonita es Asturias y Teverga es una maravilla de la naturaleza!!! 💚💚💚",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3482
prescindible,2018-05-01,Parejas,Me habían hablado muy bien del Parque y la verdad es que me esperaba algo más. Me decepcionó bastante,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3483
Amagüestu,2018-04-01,Familia,"Fuimos con nuestra hija en las jornadas de otoño, donde celebramos un amagüestu típico de Asturias. Primero visitamos todas las instalaciones, incluyendo la visita guiada por las réplicas de las cuevas, la guía majísima atendiendo especialmente a los peques y con unas explicaciones muy claras mostrando un gran conocimiento. El amagüestu muy divertido, buscando primero las castañas, haciendo fuego con un arco y después degustandolas con la sidra dulce. Un día muy entretenido, ""vigilaremos"" las próximas jornadas para intentar volver.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3484
Me encantó!,2018-04-01,Individual,Me encantó visitar el museo de la prehistoria. Nuestra guía Paulina ha sido fantástica! El museo es accesible para personas con movilidad reducida y invidentes.(dispón de lavabo adaptado) y tienen audio guías. Perderías un día entero aquí disfrutando!,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3485
Bien,2018-03-01,Familia,"Un lugar interesante para visitar, hicimos las actividades, y visitamos la cueva. Me parece un poco caro para lo que es, pero bien.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3486
Un lugar aceptable e interesante,2018-03-01,Familia,"La galería cuenta con información muy desarrollada, con explicaciones detalladas. A pesar de su modesto tamaño, la exposición resuelve satisfactoriamente todas las dudas que surgen acerca de las pinturas rupestres, por lo que 10/10. Luego tenemos la visita de la Cueva de Cuevas, en la que se exponen tres réplicas de aparente buena calidad de tres cuevas, con una visita guiada algo corta para mi opinión, pero de buena calidad. La guía, que se nota que sabe sobre el tema, resuelve las dudas que se le plantean sin ningún problema y con cordialidad. Cabe destacar también la gran paciencia de esta mujer ante los desagradables niños malcriados y gritones cuyos padres tienen la genial idea de llevar a la visita. Lo único que me ha desagradado y decepcionado un poco del parque son los animales. Me parece estupendo tener caballos de Przewalski o bisontes de Heck, ya que disponían de un espacio suficiente y es necesario mantenerlos controlados ya que están en grave peligro de extinción... ¿Pero los ciervos? ¿Por qué había unos ciervos, de la variedad que fueran, encerrados? Los ciervos son animales que necesitan disponer de mucha superficie para moverse, necesitan mucha libertad, y sin embargo estaban ahí atrapados. Y es tremendamente desagradable ver a un grupo de críos con sus padres riéndose al ver a los animales encerrados, divirtiéndose con ello, me parece vergonzoso que esa sea la educación que reciben. Me parece estupendo tener animales aptos para vivir en semilibertad en cercos muy grandes, pero para disfruto puramente científico o para disfrutar de su belleza, pero me parece lamentable que alguna gente se divierta, le haga gracia ver a animales atrapados que preferirían vivir en libertad. Y por último, unas preguntas desde la mayor cordialidad... ¿Realmente es necesario poner una valla electrificada aparte de una verja de dos metros y medio de altura? ¿Acaso los pobres ciervos van a poder escapar si no está electrificada? ¿Los ciervos a qué variedad pertenecen, qué tienen de especial?",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3487
Un paseo por la historia,2018-03-01,Parejas,"En museo está bien es acorde para todos los públicos, lo único que hay veces que no escuchas bien a la guía si hay muchos niños, no dejas de entrar en unas cuevas con poca luz y hay niños que se asustan o se aburren y no dejan disfrutar a los demás del lugar. En los exteriores tienes algunos animales para ver en lo que vas a la visita guiada",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3488
Recomendable por el taller,2018-02-01,Familia,"Fuimos desde León aprovechando que las niñas están tratando el periodo de la prehistoria en el colegio. Hicimos un taller sobre iluminación de la época realmente interesante, la visita a la cueva también, pero no hay mucho más. Si estás por la zona merece la pena, si se va expresamente mejor completar la visita con algún taller.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3489
Menos mal que era gratis,2023-10-01,Amigos,"Ayer fuimos al parque de la prehistoria de Teverga, elegimos la jornada de puertas abiertas (entrada y actividades gratuitas) después de leer las opiniones de otros viajeros. El personal de recepción amable. La guía en la cueva de cuevas nos llevó a la carrera, nos soltó un rollo memorizado,sin salirse un ápice del guión, a pesar de que había muchos niños aburriéndose, a los que podía  haber motivado y haber intentado adaptar su ""rollo"" a la edad de la audiencia, todos lo hubiéramos agradecido, también se hubiera agradecido que hablase mas despacio, que vocalizase y que la explicación hubiese sido mas amena. La visita a esta cueva no llegó a 25 minutos. La siguiente actividad , en el otro extremo del parque empezaba a continuación, un taller  para modelar un bisonte, según nuestras hijas un poco rollo. La visita a la galería deja mucho que desear, probablemente este ideada y pensada por las mentes mas sabias del mundo, pero la exposición no llega ni al aprobado, además mientras estábamos allí una empleada le decía a otra ""échamelos de aquí pronto"", se supone que no cerraban hasta las 14,30 y eran las 14,00. Los caballos bonitos, muy cerca de la gente y cuidados, los uros también cerca y con buen aspecto, los bisontes estaban lejos y esqueléticos, una decepción para nuestras hijas. A la visita le doy el calificativo de mala por ser gratis, si hubiese tenido que pagar el pésimo se quedaría corto. Nada recomendable, hay museos y parques en Asturias que le dan 1000 vueltas a este. Lo mejor del sitio el entorno.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3490
Merece la pena,2017-08-01,Familia,Lo visitamos casi por casualidad y nos sorprendió La visita guiada a las cuevas no te la puedes perder,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3491
Interesant,2017-08-01,Familia,"Un sitio recomendable para su visita. Merece la pena esperar por una de las visitas guiadas, gratuitas, para entender la importancia de la zona en este tema.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3492
Una tarde agradable,2017-08-01,Familia,"Buen sitio para pasar unas horas con niños. No es muy grande, así que permite combinarlo con otras actividades por la zona como por ejemplo la senda del oso.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3493
Visita con niños,2017-08-01,Familia,No merece la pena y menos con niños. La exposición no nos pareció interesante y los animales son sólo tres parejas de especies diferentes. Creo que deberían aprovechar más el espacio y dinamizarlo.,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3494
"Museo diferente, espacios complementarios.",2017-08-01,Parejas,"Concepto de museo diferente: Exterior con animales. Galeria muy interesante y con discurso muy didactico, que, como, cuando....La Cueva de Cuevas ( replicas) me defraudó un poco, salvo la de Candamo, quizas por la forma de iluminar con una linterna demasiado potente..no se. El personal muy correcto. El diseño de los espacios me gusto mucho. Si que aprecié algunas de las vitrinas con los criatales sucios, supongo que por incivismo de algunos visitantes.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3495
Lo mejor la cueva de cuevas,2017-08-01,Individual,Personal muy amable. La cueva de las cuevas interesante y el guía explicó las tres réplicas de cuevas con claridad y ofreciendo información interesante. Muy recomendable.,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3496
"Historia que ver, aún cuando sea prehistoria",2017-08-01,Individual,"Lugar de enorme potencial y bien distribuido. Vale la pena pasar a verlo. Recomendaciones; - Bajaría algo el precio de la entrada para los no residentes o alojados en la zona. - Pondría indicaciones precisas y señalizadas con flechas (no sólo con mapa) para la gente despistada que, entrando por la Senda del Oso, a pie, no sepa dónde ir. A mí, ayer me atendió, perfectamente  (y pocas palabras) la señora encargada de la limpieza. - Estupenda la visita guiada (que he hecho hoy), pero, también incluiría en el precio  visita guiada a la Galería (no sólo a la Cueva de Cuevas). - Pondría personal (no más de 2, u ocasionales) en el parque para orientar a los visitantes y centrar a los despistados. En resumen, estupenda historia, ésta de la Prehistoria. Recomendable",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3497
La vida,2017-08-01,Familia,"Merece la pena después de ver Teverga visitar el museo,los chicos de recepción amables y atentos,no como la señora de la limpieza que  es áspera y mal educada, para cuidar nuestro turismo en el Principado tenemos que derrochar amabilidad y cortesía cosas que nos caracteriza.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3498
Interesante visita,2017-07-01,Familia,"Actividad interesante, muy adecuada para combinar con la visita a la cueva Huerta, ya que se pueden hacer el mismo día o incluso la misma mañana.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3499
INTERESANTE Y FORMATIVO,2017-07-01,Parejas,"Una buena colección museística, muy formativa y completa, con reproducciones de cuevas muy conseguidas.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3500
Poco contenido,2017-07-01,Familia,"Se salva la cueva de cuevas por la idea original pero, al igual que el resto del complejo, le falta bastante chicha.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3501
Asistencia a taller infantil.,2017-02-01,Familia,Muy buena recepción y servicio de gestión de reservas. Consultar horarios de visitas para aprovechar y hacer compatible el taller y a las instalaciones.,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3502
Normalito,2017-05-01,Individual,"Museo normalito. Nos decepcionó un poco. Hay una zona solo museo, otra donde con guía te enseñan la réplica de 3 cuevas y una última donde se pueden ver caballos (solo 2) y bisontes (otros 2 y lejos). Esta última zona, está un pelín alejada del resto.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3503
Merece la pena el taller infantil,2017-04-01,Familia,"Es un museo normalito,  las recreaciones de las cuevas están bien, pero no dejan de ser recreaciones... El recuerdo de la visita va a ser bonito por la exposición de Playmobil que hemos visto y porque el taller infantil ha merecido la pena (han pintado un Playmobil ""prehistórico"" en un pequeño lienzo).",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3504
Sin contenidos ni rumbo fijo,2017-04-01,Parejas,"El Parque de la prehistoria no tiene un rumbo fijo. Inicialmente era un proyecto mucho mas ambicioso y en la actualidad es mucho mas pequeño que el diseño actual. Con una gestión económicamente hablando deficitaria intenta explicar sin rumbo fijo conceptos de la prehistoria con 3 tipos de cuevas. Si si, han imitado a 3 cuevas importantes que existen y las explican. Luego lo combinan con un ""museo/exposición"" de un recorrido historico por la historia y para postre te enseñan unos animales (3 bisotes, 2 caballos de la estepa...) que la verdad no se que pintan pero estan en el recorrido. Considero que es una visita sin contenidos claros, carente de rumbo y con muchas posibilidades y potencial. Así que animo para direccióny a ponerse las pilas!!!!!",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3505
Imprescindible si visitas la zona de Teverga,2017-04-01,Familia,"Visita en familia. Las instalaciones están muy bien cuidadas y con muy fácil acceso en caso me movilidad reducida. El personal realiza su trabajo con calidad y con ganas de agradar. Los talleres muy amenos y educativos. Tienen algunos animales en semi-libertad que son interesantes de ver por ser poco habituales (Neo Uros, Bisontes...). Mucho espacio para pasear con paisajes espectaculares. La única pega que podría poner es la cueva de cuevas, exponiendo una réplica de una cueva francesa habiendo un nivel de patrimonio de arte paleolítico tan amplio en Asturias, que es lo que estamos visitando.",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3506
Muy buena experiencia,2017-04-01,Familia,Personal muy amable y cualificado. Talleres muy buenos para niños. La cueva de las cuevas interesante y la guia muy buena. Museo con mucha información.,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3507
interesante excursion,2017-04-01,Familia,"esta muy bien el parque para conocer como se hacian las pinturas paleoliticas , es interesante a la vez que divertido .. los niños aprenden y lo evn casi como una aventura asi que todos contentos ,ademas se pueden ver animales , que no son comunes de ver en vivo , los uros, los caballos los bisontes ..recomendable pasar un buen rato alli",PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3508
Muy interesante,2017-03-01,Amigos,Muy bonito el lugar y las instalaciones.El trato del.personal y los guias es excelente. Los temas que se imparten en el museo son muy interesantes y la exposicion sobre el arte rupreste  esta muy muy bien .Hacen cursos y talleres para niños y adultos.Soy de Gijon y hace tiempo que queria realizar esta visita y la verdad se lo recomiendo a todo el mundo .Se aprenden muchas cosas .,PrehistoriaTeverga,Patrimonio arqueológico,Elemento,Cosmovisión,Asturias,tag3509
